priority_rank,unit_id,building_id,city,location_type,building_type,unit_type,meter_type,connection_type,transformer_id,floor,floors,area_sqm,household_size,contracted_power_kw,latitude,longitude,readings,avg_consumption,median_consumption,std_consumption,total_consumption,avg_expected_kwh,total_expected_kwh,zero_days,low_expected_days,sudden_drop_days,flatline_days,weather_low_mismatch_days,normal_high_mismatch_days,avg_temp_mean,avg_weather_demand_pressure,fraud_label,anomaly_type,zero_ratio,flatline_ratio,low_expected_ratio,weather_mismatch_ratio,expected_gap_pct,kwh_per_sqm,kwh_per_person,cv_consumption,peer_avg_consumption,peer_low_gap_pct,estimated_missing_kwh_30d,estimated_loss_lek_30d,building_ai_anomaly_score,fraud_probability,consumption_deviation_score,peer_deviation_score,meter_behavior_score,weather_context_score,loss_impact_score,risk_score,risk_level,main_reason,recommended_action,alert_explanation
32,BLD-TIR-0075-U007,BLD-TIR-0075,Tirana,City,Residential,Apartment,Unknown,Individual Meter,TR-TIR,8,9,76.4,4,2.2,41.31747,19.832687,180,7.256277777777778,3.63,6.735748258654911,1306.13,15.504294444444445,2790.773,1,100,5,4,69,0,9.112333333333334,0.5944444444444444,1,uploaded_positive_label,0.005555555555555556,0.022222222222222223,0.5555555555555556,0.38333333333333336,0.5319827158998601,0.09497745782431646,1.8140694444444445,0.9282649403641934,12.607433333333335,0.4244444855724445,247.44050000000004,3340.4467500000005,63.18,0.9997225210972405,44.33,42.44,10.99,38.33,49.55,60.8,Medium,AI outlier behavior,Monitor trend and inspect only if risk persists or neighboring units also become suspicious.,"BLD-TIR-0075-U007 in BLD-TIR-0075 is Medium risk because the strongest signal is AI outlier behavior. Expected gap: 53%, peer low gap: 42%, weather mismatch: 38%."
33,BLD-POG-0067-U011,BLD-POG-0067,Pogradec,Village,Residential,Apartment,Unknown,Individual Meter,TR-POG,1,3,59.5,2,7.1,40.924678,20.698472,180,3.8509,3.705,1.3160950624509697,693.162,9.823716666666666,1768.269,0,24,0,1,60,0,6.616666666666666,0.7833333333333333,1,uploaded_positive_label,0.0,0.005555555555555556,0.13333333333333333,0.3333333333333333,0.6079996878303018,0.06472100840336135,1.92545,0.3417629807190448,14.927925,0.7420338057700584,179.18449999999999,2418.99075,50.18,0.9838528059615113,50.67,74.2,0.19,33.33,35.88,60.69,Medium,below similar units,Monitor trend and inspect only if risk persists or neighboring units also become suspicious.,"BLD-POG-0067-U011 in BLD-POG-0067 is Medium risk because the strongest signal is below similar units. Expected gap: 61%, peer low gap: 74%, weather mismatch: 33%."
34,BLD-KRU-0047-U004,BLD-KRU-0047,Kruje,Village,Residential,Apartment,Unknown,Individual Meter,TR-KRU,9,12,104.6,3,5.6,41.490449,19.764133,180,7.405455555555555,3.5324999999999998,6.996677210821368,1332.982,15.827311111111111,2848.916,0,100,3,4,71,0,8.371,0.6333333333333333,1,uploaded_positive_label,0.0,0.022222222222222223,0.5555555555555556,0.39444444444444443,0.5321090548124269,0.07079785425961334,2.4684851851851852,0.9448003783605828,13.458855555555555,0.44977078288809436,252.6556666666667,3410.8515,63.22,0.9923076923076923,44.34,44.98,6.76,39.44,50.59,60.53,Medium,AI outlier behavior,Monitor trend and inspect only if risk persists or neighboring units also become suspicious.,"BLD-KRU-0047-U004 in BLD-KRU-0047 is Medium risk because the strongest signal is AI outlier behavior. Expected gap: 53%, peer low gap: 45%, weather mismatch: 39%."
35,BLD-TIR-0066-U003,BLD-TIR-0066,Tirana,City,Residential,Apartment,Unknown,Individual Meter,TR-TIR,7,12,74.9,4,4.0,41.341841,19.866671,180,6.846327777777778,3.3865,6.1551364423386365,1232.339,14.747177777777779,2654.492,0,102,4,1,75,0,9.237444444444444,0.6388888888888888,1,uploaded_positive_label,0.0,0.005555555555555556,0.5666666666666667,0.4166666666666667,0.5357533569511606,0.09140624536418929,1.7115819444444444,0.8990420327693553,12.607433333333335,0.4569610168251711,237.02550000000002,3199.84425,56.68,1.0,44.65,45.7,8.19,41.67,47.46,60.06,Medium,AI outlier behavior,Monitor trend and inspect only if risk persists or neighboring units also become suspicious.,"BLD-TIR-0066-U003 in BLD-TIR-0066 is Medium risk because the strongest signal is AI outlier behavior. Expected gap: 54%, peer low gap: 46%, weather mismatch: 42%."
36,BLD-VLO-0062-U015,BLD-VLO-0062,Vlore,City,Residential,Apartment,Unknown,Individual Meter,TR-VLO,6,10,79.8,3,5.8,40.471106,19.466891,180,5.626811111111111,2.5549999999999997,5.346289991015476,1012.826,12.284783333333333,2211.261,1,101,6,4,56,0,10.781666666666666,0.4722222222222222,1,uploaded_positive_label,0.005555555555555556,0.022222222222222223,0.5611111111111111,0.3111111111111111,0.5419690393852196,0.07051141743247007,1.8756037037037039,0.9501456305256636,10.344127777777778,0.456038127912616,199.73916666666665,2696.4787499999998,60.24,0.9998154714523482,45.16,45.6,12.99,31.11,40.0,59.97,Medium,AI outlier behavior,Monitor trend and inspect only if risk persists or neighboring units also become suspicious.,"BLD-VLO-0062-U015 in BLD-VLO-0062 is Medium risk because the strongest signal is AI outlier behavior. Expected gap: 54%, peer low gap: 46%, weather mismatch: 31%."
37,BLD-TIR-0059-U008,BLD-TIR-0059,Tirana,City,Residential,Apartment,Unknown,Individual Meter,TR-TIR,8,8,35.0,1,5.6,41.358619,19.80884,180,3.3333222222222223,3.1975,1.2771382755686278,599.998,8.184727777777777,1473.251,2,22,2,3,42,0,9.183388888888889,0.6,1,uploaded_positive_label,0.011111111111111112,0.016666666666666666,0.12222222222222222,0.23333333333333334,0.592738779746289,0.09523777777777778,3.3333222222222223,0.383142759813121,12.607433333333335,0.7356065954035935,145.54216666666665,1964.8192499999998,49.69,0.9913871975018879,49.39,73.56,5.03,23.33,29.14,59.96,Medium,below similar units,Monitor trend and inspect only if risk persists or neighboring units also become suspicious.,"BLD-TIR-0059-U008 in BLD-TIR-0059 is Medium risk because the strongest signal is below similar units. Expected gap: 59%, peer low gap: 74%, weather mismatch: 23%."
38,BLD-PES-0023-U002,BLD-PES-0023,Peshkopi,City,Residential,Apartment,Unknown,Individual Meter,TR-PES,1,2,45.4,3,4.3,41.651474,20.40984,180,4.794166666666667,4.6419999999999995,1.724236145345585,862.95,11.670416666666668,2100.675,1,20,2,1,55,0,5.297055555555556,0.8333333333333334,1,uploaded_positive_label,0.005555555555555556,0.005555555555555556,0.1111111111111111,0.3055555555555556,0.5892034703131136,0.1055983847283407,1.5980555555555558,0.35965294184159596,13.832088888888888,0.6534025550892931,206.28750000000002,2784.8812500000004,47.33,0.9985901880960775,49.1,65.34,4.42,30.56,41.31,59.95,Medium,below similar units,Monitor trend and inspect only if risk persists or neighboring units also become suspicious.,"BLD-PES-0023-U002 in BLD-PES-0023 is Medium risk because the strongest signal is below similar units. Expected gap: 59%, peer low gap: 65%, weather mismatch: 31%."
39,BLD-SHK-0058-U003,BLD-SHK-0058,Shkoder,City,Residential,Apartment,Unknown,Individual Meter,TR-SHK,0,8,81.6,4,5.3,42.038068,19.47866,180,5.014744444444444,4.840999999999999,1.7423950065663962,902.654,13.229627777777779,2381.333,1,27,2,2,49,0,8.519722222222223,0.6722222222222223,1,uploaded_positive_label,0.005555555555555556,0.011111111111111112,0.15,0.2722222222222222,0.6209459155859345,0.061455201525054466,1.253686111111111,0.34745439690285684,13.531888888888888,0.62941282731326,246.44650000000004,3327.0277500000007,44.89,0.9982053296924256,51.75,62.94,4.61,27.22,49.35,59.85,Medium,below similar units,Monitor trend and inspect only if risk persists or neighboring units also become suspicious.,"BLD-SHK-0058-U003 in BLD-SHK-0058 is Medium risk because the strongest signal is below similar units. Expected gap: 62%, peer low gap: 63%, weather mismatch: 27%."
40,BLD-GJI-0011-U002,BLD-GJI-0011,Gjirokaster,City,Residential,Apartment,Unknown,Individual Meter,TR-GJI,1,4,53.3,2,7.2,40.078186,20.173041,180,3.4600777777777774,3.4459999999999997,1.159073659482764,622.814,8.724311111111112,1570.376,1,20,1,5,47,0,7.948888888888889,0.7111111111111111,1,uploaded_positive_label,0.005555555555555556,0.027777777777777776,0.1111111111111111,0.2611111111111111,0.6033981670631747,0.06491703147800708,1.7300388888888887,0.334984856966763,12.534533333333332,0.723956394245941,157.92700000000002,2132.0145,48.63,0.9859557586628505,50.28,72.4,3.18,26.11,31.62,59.76,Medium,below similar units,Monitor trend and inspect only if risk persists or neighboring units also become suspicious.,"BLD-GJI-0011-U002 in BLD-GJI-0011 is Medium risk because the strongest signal is below similar units. Expected gap: 60%, peer low gap: 72%, weather mismatch: 26%."
41,BLD-GJI-0080-U001,BLD-GJI-0080,Gjirokaster,City,Residential,Apartment,Unknown,Individual Meter,TR-GJI,6,6,69.7,2,5.6,40.069102,20.143564,180,4.622127777777777,4.3705,1.9648924431608372,831.983,11.239405555555557,2023.093,1,23,5,2,51,0,8.176666666666666,0.6944444444444444,1,uploaded_positive_label,0.005555555555555556,0.011111111111111112,0.12777777777777777,0.2833333333333333,0.5887569182435015,0.06631460226366968,2.3110638888888886,0.4251056088513236,12.534533333333332,0.6312485152130825,198.51833333333337,2679.9975000000004,42.81,0.9993479399580635,49.06,63.12,10.61,28.33,39.75,59.44,Medium,below similar units,Monitor trend and inspect only if risk persists or neighboring units also become suspicious.,"BLD-GJI-0080-U001 in BLD-GJI-0080 is Medium risk because the strongest signal is below similar units. Expected gap: 59%, peer low gap: 63%, weather mismatch: 28%."
42,BLD-TIR-0066-U004,BLD-TIR-0066,Tirana,City,Residential,Apartment,Unknown,Individual Meter,TR-TIR,3,12,50.8,2,4.3,41.343744,19.871875,180,3.6679055555555555,3.5555,1.277442848527432,660.223,9.29476111111111,1673.057,1,22,1,5,42,0,9.10961111111111,0.6277777777777778,1,uploaded_positive_label,0.005555555555555556,0.027777777777777776,0.12222222222222222,0.23333333333333334,0.6053792548610119,0.07220286526684165,1.8339527777777778,0.3482758291288516,12.607433333333335,0.7090680189553078,168.80566666666667,2278.8765,45.03,0.9988505726074056,50.45,70.91,3.18,23.33,33.8,59.34,Medium,below similar units,Monitor trend and inspect only if risk persists or neighboring units also become suspicious.,"BLD-TIR-0066-U004 in BLD-TIR-0066 is Medium risk because the strongest signal is below similar units. Expected gap: 61%, peer low gap: 71%, weather mismatch: 23%."
43,BLD-VLO-0037-U009,BLD-VLO-0037,Vlore,City,Residential,Apartment,Unknown,Individual Meter,TR-VLO,2,4,60.0,3,3.8,40.464865,19.476937,180,4.550605555555555,4.406,1.9246232875167146,819.109,11.217477777777777,2019.146,3,25,4,0,37,0,10.666944444444445,0.4722222222222222,1,uploaded_positive_label,0.016666666666666666,0.0,0.1388888888888889,0.20555555555555555,0.5943289885922068,0.07584342592592593,1.5168685185185184,0.42293784069398416,10.344127777777778,0.5600783697460127,200.00616666666664,2700.0832499999997,52.22,0.994091880319825,49.53,56.01,8.7,20.56,40.05,59.11,Medium,below similar units,Monitor trend and inspect only if risk persists or neighboring units also become suspicious.,"BLD-VLO-0037-U009 in BLD-VLO-0037 is Medium risk because the strongest signal is below similar units. Expected gap: 59%, peer low gap: 56%, weather mismatch: 21%."
44,BLD-FIE-0071-U007,BLD-FIE-0071,Fier,City,Residential,Apartment,Unknown,Individual Meter,TR-FIE,5,11,66.3,2,6.6,40.724048,19.538626,180,4.051288888888889,4.103,1.4435261664313332,729.232,10.080066666666667,1814.412,1,25,2,7,37,0,9.339722222222223,0.5944444444444444,1,uploaded_positive_label,0.005555555555555556,0.03888888888888889,0.1388888888888889,0.20555555555555555,0.5980890778941056,0.06110541310541311,2.0256444444444446,0.35631281945614013,11.755369444444444,0.6553669446090001,180.86333333333334,2441.655,45.24,0.9996393233959138,49.84,65.54,5.56,20.56,36.22,58.83,Medium,below similar units,Monitor trend and inspect only if risk persists or neighboring units also become suspicious.,"BLD-FIE-0071-U007 in BLD-FIE-0071 is Medium risk because the strongest signal is below similar units. Expected gap: 60%, peer low gap: 66%, weather mismatch: 21%."
45,BLD-GJI-0011-U009,BLD-GJI-0011,Gjirokaster,City,Residential,Apartment,Unknown,Individual Meter,TR-GJI,2,4,79.9,3,4.8,40.076957,20.170075,180,5.096922222222222,4.86,2.187591552000989,917.446,12.136494444444445,2184.569,2,24,4,3,44,0,8.404722222222222,0.6888888888888889,1,uploaded_positive_label,0.011111111111111112,0.016666666666666666,0.13333333333333333,0.24444444444444444,0.5800334070473397,0.06379126686135446,1.698974074074074,0.42919853523823537,12.534533333333332,0.5933696064561195,211.18716666666668,2851.0267500000004,44.57,0.9993479399580635,48.34,59.34,9.03,24.44,42.29,58.78,Medium,below similar units,Monitor trend and inspect only if risk persists or neighboring units also become suspicious.,"BLD-GJI-0011-U009 in BLD-GJI-0011 is Medium risk because the strongest signal is below similar units. Expected gap: 58%, peer low gap: 59%, weather mismatch: 24%."
46,BLD-GJI-0024-U006,BLD-GJI-0024,Gjirokaster,City,Residential,Apartment,Unknown,Individual Meter,TR-GJI,2,3,69.2,3,6.5,40.053637,20.125271,180,4.686111111111111,4.5865,1.7553102381852865,843.5,11.613883333333332,2090.499,2,27,2,3,49,0,8.586555555555556,0.6611111111111111,1,uploaded_positive_label,0.011111111111111112,0.016666666666666666,0.15,0.2722222222222222,0.5965078194249316,0.06771836865767501,1.562037037037037,0.37457716997433504,12.534533333333332,0.6261439507564879,207.83316666666664,2805.7477499999995,42.07,0.9996393233959138,49.71,62.61,5.03,27.22,41.62,58.73,Medium,below similar units,Monitor trend and inspect only if risk persists or neighboring units also become suspicious.,"BLD-GJI-0024-U006 in BLD-GJI-0024 is Medium risk because the strongest signal is below similar units. Expected gap: 60%, peer low gap: 63%, weather mismatch: 27%."
47,BLD-KOR-0026-U004,BLD-KOR-0026,Korce,City,Residential,Apartment,Unknown,Individual Meter,TR-KOR,4,4,41.2,3,5.6,40.596021,20.820607,180,4.951061111111112,4.8665,1.687207852348575,891.191,11.940677777777779,2149.322,1,17,2,1,48,0,5.896111111111111,0.8055555555555556,1,uploaded_positive_label,0.005555555555555556,0.005555555555555556,0.09444444444444444,0.26666666666666666,0.58536180246608,0.12017138619201727,1.650353703703704,0.34077702021535616,15.084311111111111,0.6717741317689904,209.68850000000003,2830.7947500000005,43.02,0.9834836005511294,48.78,67.18,4.42,26.67,41.99,58.69,Medium,below similar units,Monitor trend and inspect only if risk persists or neighboring units also become suspicious.,"BLD-KOR-0026-U004 in BLD-KOR-0026 is Medium risk because the strongest signal is below similar units. Expected gap: 59%, peer low gap: 67%, weather mismatch: 27%."
48,BLD-TIR-0056-U002,BLD-TIR-0056,Tirana,City,Residential,Apartment,Unknown,Individual Meter,TR-TIR,4,4,64.9,2,5.1,41.335399,19.845302,180,3.829438888888889,3.635,1.3149532530463137,689.299,9.851205555555556,1773.217,1,19,1,2,45,0,9.115555555555556,0.6277777777777778,1,uploaded_positive_label,0.005555555555555556,0.011111111111111112,0.10555555555555556,0.25,0.6112720552532487,0.059005221708611534,1.9147194444444444,0.34338013771721193,12.607433333333335,0.6962554718600755,180.653,2438.8154999999997,40.16,0.9972100950890452,50.94,69.63,2.61,25.0,36.18,58.65,Medium,below similar units,Monitor trend and inspect only if risk persists or neighboring units also become suspicious.,"BLD-TIR-0056-U002 in BLD-TIR-0056 is Medium risk because the strongest signal is below similar units. Expected gap: 61%, peer low gap: 70%, weather mismatch: 25%."
49,BLD-PES-0018-U012,BLD-PES-0018,Peshkopi,Village,Residential,Apartment,Unknown,Individual Meter,TR-PES,4,11,81.2,1,2.2,41.624622,20.417099,180,5.789861111111111,4.2485,3.531659072931269,1042.175,10.429283333333332,1877.271,1,29,5,4,54,0,5.682444444444444,0.8,1,uploaded_positive_label,0.005555555555555556,0.022222222222222223,0.16111111111111112,0.3,0.4448457361776749,0.07130370826491515,5.789861111111111,0.6099730209682908,13.497733333333334,0.5710493778379251,139.18266666666665,1878.9659999999997,57.17,0.9943624228984674,37.07,57.1,10.99,30.0,27.87,58.53,Medium,AI outlier behavior,Monitor trend and inspect only if risk persists or neighboring units also become suspicious.,"BLD-PES-0018-U012 in BLD-PES-0018 is Medium risk because the strongest signal is AI outlier behavior. Expected gap: 44%, peer low gap: 57%, weather mismatch: 30%."
50,BLD-KRU-0047-U003,BLD-KRU-0047,Kruje,Village,Residential,Apartment,Unknown,Individual Meter,TR-KRU,1,12,50.3,4,6.0,41.49049,19.765336,180,5.064477777777777,4.8645,1.8619485151975679,911.606,12.611094444444443,2269.997,0,30,1,2,47,0,8.6225,0.6277777777777778,1,uploaded_positive_label,0.0,0.011111111111111112,0.16666666666666666,0.2611111111111111,0.5984109230100304,0.10068544289816656,1.2661194444444444,0.3676486692009072,13.458855555555555,0.6237066549326878,226.39849999999998,3056.3797499999996,41.81,0.9996997501351718,49.87,62.37,2.38,26.11,45.34,58.5,Medium,below similar units,Monitor trend and inspect only if risk persists or neighboring units also become suspicious.,"BLD-KRU-0047-U003 in BLD-KRU-0047 is Medium risk because the strongest signal is below similar units. Expected gap: 60%, peer low gap: 62%, weather mismatch: 26%."
51,BLD-KRU-0079-U008,BLD-KRU-0079,Kruje,Village,Residential,Apartment,Unknown,Individual Meter,TR-KRU,0,5,113.7,5,7.7,41.516874,19.819472,180,7.127877777777778,6.8260000000000005,2.8164485990756614,1283.018,17.0139,3062.502,1,20,3,1,49,0,8.543333333333333,0.6555555555555556,1,uploaded_positive_label,0.005555555555555556,0.005555555555555556,0.1111111111111111,0.2722222222222222,0.581055620535105,0.06269021792240789,1.4255755555555556,0.39513143840041137,13.458855555555555,0.4703949568107574,296.5806666666667,4003.839,47.65,0.9954869849711672,48.42,47.04,6.42,27.22,59.39,58.5,Medium,estimated loss impact,Monitor trend and inspect only if risk persists or neighboring units also become suspicious.,"BLD-KRU-0079-U008 in BLD-KRU-0079 is Medium risk because the strongest signal is estimated loss impact. Expected gap: 58%, peer low gap: 47%, weather mismatch: 27%."
52,BLD-KRU-0035-U002,BLD-KRU-0035,Kruje,Village,Residential,Apartment,Unknown,Individual Meter,TR-KRU,1,10,54.0,3,6.0,41.517759,19.783324,180,4.476705555555555,4.2975,1.692258349259756,805.807,11.109738888888888,1999.753,1,27,1,3,47,0,8.210055555555556,0.6611111111111111,1,uploaded_positive_label,0.005555555555555556,0.016666666666666666,0.15,0.2611111111111111,0.5970467352718061,0.08290195473251029,1.4922351851851852,0.378014217879413,13.458855555555555,0.6673784381534835,198.99099999999999,2686.3785,39.22,0.9998228259264728,49.75,66.74,2.8,26.11,39.85,58.36,Medium,below similar units,Monitor trend and inspect only if risk persists or neighboring units also become suspicious.,"BLD-KRU-0035-U002 in BLD-KRU-0035 is Medium risk because the strongest signal is below similar units. Expected gap: 60%, peer low gap: 67%, weather mismatch: 26%."
